volcano_number,volcano_name,primary_volcano_type,last_eruption_year,country,region,subregion,latitude,longitude,elevation,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km
283001,Abu,Shield(s),-6850,Japan,"Japan, Taiwan, Marianas",Honshu,34.5,131.6,641,3597,9594,117805,4071152
355096,Acamarachi,Stratovolcano,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.292,-67.618,6023,0,7,294,9092
342080,Acatenango,Stratovolcano(es),1972,Guatemala,México and Central America,Guatemala,14.501,-90.876,3976,4329,60730,1042836,7634778
213004,Acigol-Nevsehir,Caldera,-2080,Turkey,Mediterranean and Western Asia,Turkey,38.537,34.621,1683,127863,127863,218469,2253483
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,0,70,4019,393303
283170,Adatarayama,Stratovolcano(es),1996,Japan,"Japan, Taiwan, Marianas",Honshu,37.647,140.281,1728,428,3936,717078,5024654
221170,Adwa,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,10.07,40.84,1733,101,485,18645,1242922
221110,Afdera,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.088,40.853,1250,51,6042,8611,161009
284160,Agrigan,Stratovolcano,1917,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",18.77,145.67,965,0,0,0,0
342100,Agua,Stratovolcano,Unknown,Guatemala,México and Central America,Guatemala,14.465,-90.743,3760,9890,114404,2530449,7441660
382090,Agua de Pau,Stratovolcano,1564,Portugal,Atlantic Ocean,Azores,37.77,-25.47,947,406,17272,113131,119653
358062,Aguilera,Stratovolcano,-1250,Chile,South America,Southern Chile and Argentina,-50.33,-73.75,2546,0,0,103,5698
264020,Agung,Stratovolcano,2019,Indonesia,Indonesia,Lesser Sunda Islands,-8.343,115.508,2997,5657,76781,968381,4550176
284141,Ahyi,Submarine,2014,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.42,145.03,-75,0,0,0,0
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,4918,113874,905254,2610033
300125,Akademia Nauk,Stratovolcano(es),1996,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.98,159.45,1180,3,3,615,12484
283130,Akagisan,Stratovolcano,Unknown,Japan,"Japan, Taiwan, Marianas",Honshu,36.56,139.193,1828,961,4538,1116366,16718375
285070,Akan,Caldera,2008,Japan,"Japan, Taiwan, Marianas",Hokkaido,43.384,144.013,1499,2062,2062,9756,929538
283230,Akita-Komagatake,Stratovolcano(es),1971,Japan,"Japan, Taiwan, Marianas",Honshu,39.761,140.799,1637,376,3864,216708,2521611
283260,Akita-Yakeyama,Stratovolcano,1997,Japan,"Japan, Taiwan, Marianas",Honshu,39.964,140.757,1366,127,721,55493,3122037
282022,Akusekijima,Stratovolcano(es),Unknown,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.465,129.594,555,52,52,199,749
311320,Akutan,Stratovolcano,1992,United States,Alaska,Aleutian Islands,54.134,-165.986,1303,0,24,233,4361
290390,Alaid,Stratovolcano,2018,Russia,Kuril Islands,Kuril Islands,50.861,155.565,2285,0,64,64,2887
221112,Alayta,Shield,1915,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,12.888,40.573,1496,156,925,13459,330411
353040,Alcedo,Shield,1993,Ecuador,South America,Galapagos Islands,-0.43,-91.12,1130,290,290,388,10756
221090,Ale Bagu,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.512,40.631,988,2,919,8424,278270
221040,Alid,Stratovolcano,Unknown,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,14.88,39.92,904,517,2447,25942,1216179
352031,Aliso,Stratovolcano,-2450,Ecuador,South America,Ecuador,-0.53,-78,4267,0,0,0,0
320020,Alligator Lake,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,60.42,-135.42,2217,0,0,47,20636
342040,Almolonga,Stratovolcano,1818,Guatemala,México and Central America,Guatemala,14.797,-91.519,3173,91323,287487,1126942,6828403
300450,Alney-Chashakondzha,Stratovolcano,1600,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.656,159.647,2570,0,0,3,10679
221060,Alu-Dalafilla,Fissure vent(s),2008,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.793,40.553,578,0,9,11209,478054
221270,Alutu,Stratovolcano,-50,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.77,38.78,2335,6011,25619,314216,6813710
311390,Amak,Stratovolcano,1796,United States,Alaska,Aleutian Islands,55.424,-163.149,488,0,0,0,1345
268072,Amasing,Stratovolcano(es),Unknown,Indonesia,Indonesia,Halmahera,-0.53,127.48,1030,59,803,26015,92417
257030,Ambae,Shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-15.389,167.835,1496,73,1279,4326,73308
273088,Ambalatungan Group,Compound,Unknown,Philippines,Philippines and SE Asia,Luzon,17.32,121.1,2329,493,3803,55724,4652400
266020,Ambang,Complex,2005,Indonesia,Indonesia,Sulawesi,0.75,124.42,1795,9155,46469,319137,1730602
254020,Ambitle,Stratovolcano,-350,Papua New Guinea,Melanesia and Australia,New Ireland,-4.08,153.65,450,1643,9195,9779,24367
233011,Ambre-Bobaomby,Volcanic field,Unknown,Madagascar,Middle East and Indian Ocean,Indian Ocean (western),-12.6,49.15,1475,20396,20396,51426,408436
257040,Ambrym,Pyroclastic shield,2018,Vanuatu,Melanesia and Australia,Vanuatu,-16.25,168.12,1334,9,186,10826,63999
234001,Amsterdam Island,Stratovolcano,Unknown,France,Middle East and Indian Ocean,Indian Ocean (southern),-37.83,77.52,881,0,0,0,0
311190,Amukta,Stratovolcano,1997,United States,Alaska,Aleutian Islands,52.5,-171.252,1066,0,0,0,0
284200,Anatahan,Stratovolcano,2008,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.35,145.67,790,0,0,0,0
300390,Anaun,Stratovolcano,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.32,158.83,1828,2,4,56,5933
354004,Andahua-Orcopampa,Pyroclastic cone(s),1490,Peru,South America,Peru,-15.42,-72.33,4713,10317,10317,16541,171897
390023,Andrus,Shield(s),Unknown,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-75.8,-132.33,2978,0,0,0,0
257110,Aneityum,Stratovolcano(es),Unknown,Vanuatu,Melanesia and Australia,Vanuatu,-20.2,169.78,852,176,692,703,22731
312090,Aniakchak,Caldera,1931,United States,Alaska,Alaska Peninsula,56.88,-158.17,1341,0,0,36,479
357153,Antillanca Volcanic Complex,Stratovolcano(es),-230,Chile,South America,Central Chile and Argentina,-40.783,-72.15,1979,87,521,5986,530586
352030,Antisana,Stratovolcano,1802,Ecuador,South America,Ecuador,-0.481,-78.141,5753,232,2220,56154,3314142
355180,Antofagasta Volcanic Field,Pyroclastic cone(s),Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.12,-67.4,3495,188,188,257,4295
357080,Antuco,Stratovolcano,1869,Chile,South America,Central Chile and Argentina,-37.406,-71.349,2979,117,474,3872,381623
284060,Aogashima,Stratovolcano,1785,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",32.458,139.759,423,232,232,232,8559
358024,Apagado,Pyroclastic cone,-590,Chile,South America,Southern Chile and Argentina,-41.88,-72.58,1210,5,44,4474,354002
343010,Apaneca Range,Stratovolcano(es),Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.891,-89.786,2036,11141,151502,1113282,6215853
343071,Apastepeque Field,Volcanic field,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.72,-88.77,700,377730,377730,687849,6372608
271030,Apo,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Mindanao,6.989,125.269,2938,1355,5431,767800,7768291
344091,Apoyeque,Pyroclastic shield,-50,Nicaragua,México and Central America,Nicaragua,12.242,-86.342,518,2369,116718,1342581,3445854
355160,Aracar,Stratovolcano,Unknown,Argentina,South America,"Northern Chile, Bolivia and Argentina",-24.29,-67.783,6095,0,0,94,4803
214060,Aragats,Stratovolcano,Unknown,Armenia,Mediterranean and Western Asia,Western Asia,40.53,44.2,4095,0,163,150143,3046562
213040,Ararat,Stratovolcano,1840,Turkey,Mediterranean and Western Asia,Turkey,39.7,44.3,5165,25,1239,135563,2811646
273084,Arayat,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Luzon,15.2,120.742,1026,7846,190674,2805269,27216491
221126,Ardoukoba,Fissure vent(s),1978,Djibouti,Africa and Red Sea,Africa (northeastern) and Red Sea,11.58,42.47,298,2895,2895,6898,560146
345033,Arenal,Stratovolcano,2010,Costa Rica,México and Central America,Costa Rica,10.463,-84.703,1670,3429,15643,96512,3027485
231090,"Arhab, Harra of",Volcanic field,500,Yemen,Middle East and Indian Ocean,Middle East (southern),15.63,44.08,3100,284443,284443,820695,6517834
263290,Arjuno-Welirang,Stratovolcano,1952,Indonesia,Indonesia,Java,-7.733,112.575,3339,2584,53983,4143137,25385433
305011,Arxan-Chaihe,Pyroclastic cone(s),0,China,Kamchatka and Mainland Asia,China (eastern),47.45,120.8,1677,6435,6435,6435,188163
300058,Asacha,Complex,Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.355,157.827,1910,0,0,34,238467
283110,Asamayama,Complex,2019,Japan,"Japan, Taiwan, Marianas",Honshu,36.406,138.523,2568,583,22371,457576,7629353
385050,Ascension,Stratovolcano,1508,United Kingdom,Atlantic Ocean,Atlantic Ocean (central),-7.95,-14.37,858,614,1149,1149,1149
373060,Askja,Stratovolcano,1961,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),65.033,-16.783,1080,0,0,0,13028
282110,Asosan,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.884,131.104,1592,75559,75559,234591,6507519
221125,Assab Volcanic Field,Volcanic field,Unknown,Eritrea,Africa and Red Sea,Africa (northeastern) and Red Sea,12.95,42.43,987,9,9,97,181952
284150,Asuncion,Stratovolcano,1906,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",19.671,145.406,857,0,0,0,0
282070,Ata,Caldera(s),885,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.22,130.57,924,93134,93134,171590,1891380
352021,Atacazo,Stratovolcano,-320,Ecuador,South America,Ecuador,-0.353,-78.617,4463,449,212988,1837303,3769593
311160,Atka,Stratovolcano(es),1812,United States,Alaska,Aleutian Islands,52.331,-174.139,1448,0,0,207,207
320030,Atlin Volcanic Field,Pyroclastic cone(s),Unknown,Canada,Canada and Western USA,Canada,59.68,-133.32,1880,0,0,94,956
357023,"Atuel, Caldera del",Caldera,Unknown,Argentina,South America,Central Chile and Argentina,-34.65,-70.05,5189,297,297,1003,676916
241020,Auckland Volcanic Field,Volcanic field,1350,New Zealand,New Zealand to Fiji,New Zealand,-36.9,174.87,260,1049110,1049110,1222436,1446768
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,0,0,0,759
300100,Avachinsky,Stratovolcano,2001,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.256,158.836,2717,0,0,180016,270205
331021,Axial Seamount,Submarine,2015,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),45.95,-130,-1410,0,0,0,0
302070,Azas Plateau,Volcanic field,Unknown,Russia,Kamchatka and Mainland Asia,Russia (southeastern),52.433,98.303,2765,142,142,142,4532
355061,"Azufre, Cerro del",Stratovolcano,Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-21.787,-68.237,5846,0,58,1143,55567
353060,"Azul, Cerro",Shield,2008,Ecuador,South America,Galapagos Islands,-0.92,-91.408,1640,220,220,314,1936
357060,"Azul, Cerro",Stratovolcano,1967,Chile,South America,Central Chile and Argentina,-35.653,-70.761,3788,9,158,3832,720948
283180,Azumayama,Stratovolcano(es),1977,Japan,"Japan, Taiwan, Marianas",Honshu,37.735,140.244,1949,128,907,548195,4877648
274030,Babuyan Claro,Stratovolcano(es),1924,Philippines,Philippines and SE Asia,North of Luzon,19.523,121.94,1080,208,222,222,11819
322090,Bachelor,Stratovolcano,-5800,United States,Canada and Western USA,USA (Oregon),43.979,-121.688,2763,18,24,22514,231420
255020,Bagana,Lava cone,2020,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-6.137,155.196,1855,198,404,7861,115257
300123,Bakening,Stratovolcano,-550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.905,158.07,2278,0,10,1583,87139
321010,Baker,Stratovolcano(es),1880,United States,Canada and Western USA,USA (Washington),48.777,-121.813,3285,0,46,8568,1990504
231170,"Bal Haf, Harra of",Volcanic field,Unknown,Yemen,Middle East and Indian Ocean,Middle East (southern),14.067,48.3,604,5690,5690,6643,177124
250020,Baluan,Stratovolcano,Unknown,Papua New Guinea,Melanesia and Australia,Admiralty Islands,-2.57,147.28,254,242,248,982,46898
271010,Balut,Stratovolcano,Unknown,Philippines,Philippines and SE Asia,Mindanao,5.4,125.375,862,1472,1901,10763,1286239
273050,Banahaw,Complex,Unknown,Philippines,Philippines and SE Asia,Luzon,14.07,121.48,2158,754,93134,1698285,23837289
265090,Banda Api,Caldera,1988,Indonesia,Indonesia,Banda Sea,-4.523,129.881,596,5682,5682,5810,5810
283160,Bandaisan,Stratovolcano,1888,Japan,"Japan, Taiwan, Marianas",Honshu,37.601,140.072,1816,5923,17608,327454,4709782
341020,Barcena,Pyroclastic cone(s),1953,Mexico,México and Central America,Mexico,19.3,-110.82,332,0,0,0,0
373030,Bardarbunga,Stratovolcano,2015,Iceland,Iceland and Arctic Ocean,Iceland (northeastern),64.633,-17.516,2000,0,0,0,1348
300084,Barkhatnaya Sopka,Lava dome(s),-3550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.802,158.24,874,0,208,13963,252873
222030,"Barrier, The",Shield,1921,Kenya,Africa and Red Sea,Africa (eastern),2.32,36.57,1032,17,112,4180,109675
345050,Barva,Complex,-6050,Costa Rica,México and Central America,Costa Rica,10.135,-84.1,2906,177,8018,2004665,3399329
275050,Bas Dong Nai,Volcanic field,Unknown,Vietnam,Philippines and SE Asia,Southeast Asia,10.8,107.2,392,991688,991688,991688,12300349
264010,Batur,Caldera,2000,Indonesia,Indonesia,Lesser Sunda Islands,-8.242,115.375,1717,466899,466899,937766,4289189
355122,"Bayo Gorbea, Cerro",Complex,Unknown,Chile-Argentina,South America,"Northern Chile, Bolivia and Argentina",-25.414,-68.588,5413,0,26,288,7824
225060,Bayuda Volcanic Field,Pyroclastic cone(s),850,Sudan,Africa and Red Sea,Africa (northern),18.33,32.75,670,1124,1124,2752,259325
322060,Belknap,Shield(s),480,United States,Canada and Western USA,USA (Oregon),44.285,-121.841,2095,0,0,6518,362091
300640,Bely,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.88,160.53,2080,0,0,20,1320
390022,Berlin,Shield(s),-8350,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-76.05,-136,3478,0,0,0,0
290040,Berutarubesan [Berutarube],Stratovolcano,Unknown,Japan - administered by Russia,Kuril Islands,Kuril Islands,44.462,146.932,1221,0,113,240,9155
300250,Bezymianny,Stratovolcano,2020,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.972,160.595,2882,0,0,47,11728
268073,Bibinoi,Stratovolcano(es),Unknown,Indonesia,Indonesia,Halmahera,-0.761,127.725,932,53,4276,15604,83771
272080,Biliran,Compound,1939,Philippines,Philippines and SE Asia,Central Philippines,11.523,124.535,1301,4612,78799,254519,3177850
255011,Billy Mitchell,Pyroclastic shield,1580,Papua New Guinea,Melanesia and Australia,Bougainville and Solomon Islands,-6.092,155.225,1544,113,449,9620,119191
231072,"Birk, Harrat al",Volcanic field,Unknown,Saudi Arabia,Middle East and Indian Ocean,Middle East (southern),18.37,41.63,587,37855,37855,37855,596401
221220,Bishoftu Volcanic Field,Fissure vent(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.78,38.98,1850,310101,310101,662037,7986826
324010,Black Butte Crater Lava Field,Shield,-8400,United States,Canada and Western USA,USA (Idaho),43.183,-114.352,1478,119,158,4440,171376
327050,Black Rock Desert,Volcanic field,1290,United States,Canada and Western USA,USA (Utah),38.97,-112.5,1800,3292,3292,3679,54291
357102,"Blanca, Laguna",Volcanic field,Unknown,Argentina,South America,Central Chile and Argentina,-39.02,-70.37,1700,0,0,0,0
355210,"Blanco, Cerro",Caldera,-2300,Argentina,South America,"Northern Chile, Bolivia and Argentina",-26.789,-67.765,4670,39,39,65,14279
311300,Bogoslof,Submarine,2017,United States,Alaska,Aleutian Islands,53.93,-168.03,150,0,0,0,4216
300087,Bolshe-Bannaya,Lava dome(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.9,157.78,1200,0,27,1061,271762
300300,Bolshoi Payalpan,Shield(s),Unknown,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.88,157.78,1906,0,0,26,2653
300150,Bolshoi Semiachik,Stratovolcano(es),-4450,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.32,160.02,1720,0,0,554,7373
300360,Bolshoi-Kekuknaysky,Shield(s),-5310,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.483,157.917,1401,0,0,158,2779
221240,Bora-Bericcio,Pyroclastic cone(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.221,39.05,2267,5822,44666,433373,8356559
221107,Borawli,Stratovolcano,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,13.304,40.987,784,38,100,3699,111101
221210,Boset-Bericha,Stratovolcano(es),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.558,39.475,2447,3267,19603,586318,7130451
386020,Bouvet,Shield,-50,Norway,Atlantic Ocean,Atlantic Ocean (southern),-54.408,3.351,741,0,0,0,0
351012,"Bravo, Cerro",Stratovolcano,1720,Colombia,South America,Colombia,5.091,-75.293,3985,1679,4916,538690,3929468
371040,Brennisteinsfjoll,Crater rows,1341,Iceland,Iceland and Arctic Ocean,Iceland (southwestern),63.933,-21.783,610,33526,33526,163469,203012
320170,Bridge River Cones,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,50.8,-123.4,2500,55,55,219,15871
390080,Bristol Island,Stratovolcano,2016,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-59.017,-26.533,1100,0,0,0,0
390010,Buckle Island,Stratovolcano,1899,Antarctica,Antarctica,Antarctica and South Sandwich Islands,-66.78,163.25,1239,0,0,0,0
311010,Buldir,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,52.35,175.911,656,0,0,0,0
273010,Bulusan,Stratovolcano(es),2017,Philippines,Philippines and SE Asia,Luzon,12.769,124.056,1535,2789,74286,518705,3360418
223004,Bunyaruguru,Maar(s),Unknown,Uganda,Africa and Red Sea,Africa (central),-0.2,30.08,1554,177517,177517,338735,5955535
221260,Butajiri-Silti Field,Fissure vent(s),Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,8.05,38.35,2281,431631,431631,889323,7096283
264001,Buyan-Bratan,Caldera,Unknown,Indonesia,Indonesia,Lesser Sunda Islands,-8.283,115.133,2244,333333,333333,935879,4355947
272050,Cabalían,Stratovolcano,1820,Philippines,Philippines and SE Asia,Central Philippines,10.285,125.218,912,26511,88767,277950,2091362
357112,Caburgua-Huelemolle,Pyroclastic cone(s),-5050,Chile,South America,Central Chile and Argentina,-39.25,-71.75,1652,5951,5951,17774,521553
273090,Cagua,Stratovolcano,1860,Philippines,Philippines and SE Asia,Luzon,18.222,122.123,1133,99,1137,34018,1480952
357042,Calabozos,Caldera,Unknown,Chile,South America,Central Chile and Argentina,-35.558,-70.496,3508,550,550,1023,305637
210040,Calatrava Volcanic Field,Pyroclastic cone(s),-3600,Spain,Mediterranean and Western Asia,Western Europe,38.87,-4.02,1117,197199,197199,197199,774386
358020,Calbuco,Stratovolcano,2015,Chile,South America,Southern Chile and Argentina,-41.33,-72.618,1974,70,871,32265,575233
357091,Callaqui,Stratovolcano,1980,Chile,South America,Central Chile and Argentina,-37.92,-71.45,3164,56,294,4354,400426
224010,Cameroon,Stratovolcano,2000,Cameroon,Africa and Red Sea,Africa (western),4.203,9.17,4095,328,26053,417460,3079036
271080,Camiguin,Stratovolcano(es),1953,Philippines,Philippines and SE Asia,Mindanao,9.203,124.673,1552,12173,51587,92178,2871353
274010,Camiguin de Babuyanes,Stratovolcano,1857,Philippines,Philippines and SE Asia,North of Luzon,18.83,121.86,712,876,1066,1369,409653
211010,Campi Flegrei,Caldera,1538,Italy,Mediterranean and Western Asia,Italy,40.827,14.139,458,2234109,2234109,3006865,6019697
211070,Campi Flegrei del Mar di Sicilia,Submarine,1867,Italy,Mediterranean and Western Asia,Italy,37.1,12.7,-8,230578,230578,230578,633350
390100,Candlemas Island,Stratovolcano,1911,United Kingdom,Antarctica,Antarctica and South Sandwich Islands,-57.08,-26.67,550,0,0,0,0
357140,Carran-Los Venados,Pyroclastic cone(s),1979,Chile,South America,Central Chile and Argentina,-40.35,-72.07,1114,4840,4840,9001,452820
327110,Carrizozo,Pyroclastic cone(s),-3250,United States,Canada and Western USA,USA (New Mexico),33.78,-105.93,1731,2,11,2596,89711
352006,Cayambe,Compound,1786,Ecuador,South America,Ecuador,0.029,-77.986,5790,70,1148,109630,3154986
320811,Cayley Volcanic Field,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,50.12,-123.28,2375,0,0,0,0
358012,Cayutue-La Vigueria,Pyroclastic cone(s),-190,Chile,South America,Southern Chile and Argentina,-41.25,-72.27,506,1737,1737,5482,451311
341030,Ceboruco,Stratovolcano,1875,Mexico,México and Central America,Mexico,21.125,-104.508,2280,616,30319,93057,1282014
222010,Central Island,Tuff cone(s),Unknown,Kenya,Africa and Red Sea,Africa (eastern),3.496,36.04,518,28,28,10253,216485
263170,Cereme,Stratovolcano,1951,Indonesia,Indonesia,Java,-6.895,108.408,3039,915,67377,3058015,25718820
352022,Chacana,Caldera,1773,Ecuador,South America,Ecuador,-0.375,-78.25,4643,81716,81716,348743,3292546
290030,Chachadake [Tiatia],Stratovolcano,1981,Japan - administered by Russia,Kuril Islands,Kuril Islands,44.353,146.252,1822,3,223,896,16275
354007,"Chachani, Nevado",Stratovolcano,Unknown,Peru,South America,Peru,-16.191,-71.53,6057,97,1182,887176,1032411
352002,Chachimbiro,Stratovolcano,-3740,Ecuador,South America,Ecuador,0.468,-78.287,4106,125,5299,356162,3253458
210020,Chaine des Puys,Lava dome(s),-4040,France,Mediterranean and Western Asia,Western Europe,45.775,2.97,1464,323392,323392,427221,1577243
305060,Changbaishan,Stratovolcano,1903,China-North Korea,Kamchatka and Mainland Asia,China (eastern),41.98,128.08,2744,268,1833,29476,1660355
300273,Cherpuk Group,Pyroclastic cone(s),-4550,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.55,157.47,1868,0,0,32,3323
341080,Chichinautzin,Volcanic field,400,Mexico,México and Central America,Mexico,19.08,-99.13,3930,584725,584725,4061942,28030794
341120,"Chichon, El",Lava dome(s),1982,Mexico,México and Central America,Mexico,17.36,-93.228,1150,3759,11000,143015,3570632
312110,Chiginagak,Stratovolcano,1998,United States,Alaska,Alaska Peninsula,57.135,-156.99,2221,0,0,0,52
290360,Chikurachki,Stratovolcano(es),2016,Russia,Kuril Islands,Kuril Islands,50.324,155.461,1781,0,65,527,2492
351110,Chiles-Cerro Negro,Stratovolcano,1936,Colombia-Ecuador,South America,Colombia,0.817,-77.938,4698,977,4573,151519,1826460
357070,"Chillan, Nevados de",Stratovolcano,2020,Chile,South America,Central Chile and Argentina,-36.868,-71.378,3180,68,371,3733,512325
343090,Chinameca,Stratovolcano,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.478,-88.33,1300,14998,89206,824983,4897760
342170,Chingo,Stratovolcano,Unknown,Guatemala-El Salvador,México and Central America,Guatemala,14.12,-89.73,1775,330595,330595,867678,7235923
342200,Chiquimula Volcanic Field,Pyroclastic cone(s),Unknown,Guatemala,México and Central America,Guatemala,14.83,-89.55,1192,240892,240892,412617,3740914
290090,Chirippusan [Chirip],Stratovolcano(es),1860,Japan - administered by Russia,Kuril Islands,Kuril Islands,45.338,147.92,1587,77,372,1125,4810
290150,Chirpoi,Caldera,2016,Russia,Kuril Islands,Kuril Islands,46.532,150.871,742,1,1,3,491
283220,Chokaisan,Stratovolcano(es),1974,Japan,"Japan, Taiwan, Marianas",Honshu,39.099,140.049,2236,131,707,185681,2301576
306020,Ch'uga-ryong,Shield,Unknown,North Korea-South Korea,Kamchatka and Mainland Asia,Korea,38.33,127.33,452,1668,23030,262911,15245593
222130,Chyulu Hills,Volcanic field,1855,Kenya,Africa and Red Sea,Africa (eastern),-2.68,37.88,2188,14889,14889,91280,1784980
322150,Cinnamon Butte,Pyroclastic cone(s),Unknown,United States,Canada and Western USA,USA (Oregon),43.241,-122.108,1956,113,113,913,69577
323100,Clear Lake,Volcanic field,Unknown,United States,Canada and Western USA,USA (California),38.97,-122.77,1439,52801,52801,71791,1059280
331030,Cleft Segment,Submarine,1986,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),44.83,-130.3,-2140,0,0,0,0
343041,Coatepeque Caldera,Caldera,Unknown,El Salvador,México and Central America,El Salvador and Honduras,13.87,-89.55,746,616730,616730,1210307,6486011
331020,CoAxial Segment,Submarine,1993,Undersea Features,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.52,-129.58,-2400,0,0,0,0
234050,"Cochons, Ile aux",Stratovolcano,Unknown,France,Middle East and Indian Ocean,Indian Ocean (southern),-46.1,50.23,775,0,0,0,0
341096,Cofre de Perote,Shield(s),1150,Mexico,México and Central America,Mexico,19.492,-97.15,4282,658,18638,885440,4907992
341040,Colima,Stratovolcano(es),2019,Mexico,México and Central America,Mexico,19.514,-103.62,3850,76,746,303490,1494790
211004,Colli Albani,Caldera,Unknown,Italy,Mediterranean and Western Asia,Italy,41.73,12.7,949,897039,897039,2962194,5330273
341012,Comondu-La Purisima,Volcanic field,Unknown,Mexico,México and Central America,Mexico,26,-111.92,780,1033,1033,2365,43271
344120,Concepcion,Stratovolcano,2011,Nicaragua,México and Central America,Nicaragua,11.538,-85.622,1700,14072,28900,92378,2266903
357090,Copahue,Stratovolcano,2019,Chile-Argentina,South America,Central Chile and Argentina,-37.856,-71.183,2953,88,555,3042,138414
221290,Corbetti Caldera,Caldera,Unknown,Ethiopia,Africa and Red Sea,Africa (northeastern) and Red Sea,7.193,38.39,2320,565206,565206,1171948,9794061
355101,Cordon de Puntas Negras,Stratovolcano(es),Unknown,Chile,South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,0,0,217,5798
382002,Corvo,Stratovolcano,Unknown,Portugal,Atlantic Ocean,Azores,39.699,-31.111,718,516,516,1517,5340
344010,Cosiguina,Stratovolcano,1859,Nicaragua,México and Central America,Nicaragua,12.98,-87.57,872,143,4114,18876,2179830
352050,Cotopaxi,Stratovolcano,2016,Ecuador,South America,Ecuador,-0.677,-78.436,5911,251,7299,152139,3631492
358025,Crater Basalt Volcanic Field,Pyroclastic cone(s),Unknown,Argentina,South America,Southern Chile and Argentina,-42.018,-70.194,1344,448,448,1140,20539
322160,Crater Lake,Caldera,-2850,United States,Canada and Western USA,USA (Oregon),42.93,-122.12,2487,52,52,366,272674
